Episode,Reward,Epsilon,Avg Reward
0,1.7240000000000193,0.9952529411764606,[1.7240000000000193]
1,-0.7490000000000002,0.9876029411764444,[0.48750000000000954]
2,0.2509999999999998,0.9828382352940814,[0.40866666666667295]
3,0.45100000000002194,0.9795294117646627,[0.4192500000000102]
4,-1.2820000000000003,0.9759470588234787,[0.07900000000000813]
5,-0.7490000000000002,0.9729470588234723,[-0.05899999999999326]
6,0.45100000000002194,0.9695852941175829,[0.013857142857151767]
7,-0.7490000000000002,0.9665588235293412,[-0.08149999999999225]
8,-0.7490000000000002,0.9639470588234533,[-0.1556666666666598]
9,0.45100000000002194,0.9597823529410916,[-0.09499999999999162]
10,-1.2650000000000001,0.9568441176469678,[-0.20136363636362875]
11,-0.7490000000000002,0.9525911764704882,[-0.24699999999999303]
12,0.851000000000028,0.9482588235293026,[-0.16253846153845297]
13,0.45100000000002194,0.942135294117525,[-0.1187142857142762]
14,-0.7490000000000002,0.9388176470586944,[-0.16073333333332446]
15,-0.7490000000000002,0.9356852941175113,[-0.19749999999999168]
16,0.45200000000002194,0.9325441176469165,[-0.1592941176470497]
17,0.45100000000002194,0.9298705882351461,[-0.12538888888887906]
18,-0.7490000000000002,0.9261382352939618,[-0.15821052631578017]
19,0.45100000000002194,0.9229088235292491,[-0.12774999999999007]
20,-0.7490000000000002,0.9198647058821838,[-0.15733333333332386]
21,-0.7490000000000002,0.9167852941174714,[-0.18422727272726372]
22,-0.7490000000000002,0.912285294117462,[-0.20878260869564358]
23,1.4540000000000273,0.909064705882161,[-0.13949999999999063]
24,-0.7490000000000002,0.9057735294115659,[-0.16387999999999103]
25,0.45100000000002194,0.9023588235292057,[-0.14023076923075978]
26,-1.1220000000000003,0.8957235294115447,[-0.17659259259258347]
27,-0.06999999999998141,0.8934470588233046,[-0.17278571428570483]
28,-0.27100000000000024,0.8894852941174138,[-0.1761724137930943]
29,-0.7490000000000002,0.8853823529409346,[-0.19526666666665787]
30,-0.7490000000000002,0.8820294117644569,[-0.21312903225805602]
31,0.45100000000002194,0.8768499999997401,[-0.19237499999999103]
32,-0.7490000000000002,0.8709382352938453,[-0.20924242424241557]
33,1.6510000000000273,0.8664823529408947,[-0.15452941176469664]
34,-0.7490000000000002,0.8630411764702992,[-0.17151428571427677]
35,0.271000000000025,0.8594411764702916,[-0.15922222222221283]
36,-0.7490000000000002,0.8549588235291057,[-0.17516216216215302]
37,-1.2690000000000001,0.8522499999996882,[-0.20394736842104375]
38,-0.5490000000000002,0.8479088235290908,[-0.21279487179486312]
39,-0.7490000000000002,0.8448029411761431,[-0.22619999999999157]
40,-0.7490000000000002,0.8423323529408437,[-0.2389512195121869]
41,-0.7490000000000002,0.838820588234954,[-0.2510952380952301]
42,-1.2640000000000002,0.8365176470584785,[-0.27465116279068985]
43,-0.5490000000000002,0.8315147058819974,[-0.280886363636356]
44,-0.7490000000000002,0.8287529411761092,[-0.29128888888888144]
45,-0.7490000000000002,0.8250294117643366,[-0.30123913043477535]
46,-0.7490000000000002,0.8221441176466835,[-0.3107659574468014]
47,0.45100000000002194,0.8192588235290303,[-0.29489583333332586]
48,-0.7490000000000002,0.8164794117643186,[-0.30416326530611515]
49,-0.7490000000000002,0.8134529411760769,[-0.31305999999999284]
50,-0.7490000000000002,0.810108823529011,[-0.3216078431372479]
51,0.45100000000002194,0.807055882352534,[-0.3067499999999927]
52,-0.7490000000000002,0.8038264705878213,[-0.31509433962263433]
53,-0.7490000000000002,0.7992823529407529,[-0.32312962962962255]
54,1.6510000000000273,0.793944117646624,[-0.2872363636363562]
55,-0.7490000000000002,0.7908999999995587,[-0.29548214285713564]
56,-0.7490000000000002,0.787794117646611,[-0.30343859649122096]
57,-0.7490000000000002,0.784741176470134,[-0.31112068965516537]
58,-0.7490000000000002,0.7819794117642458,[-0.318542372881349]
59,-0.5490000000000002,0.778997058823063,[-0.3223833333333265]
60,0.45100000000002194,0.7745323529407007,[-0.30970491803277983]
61,0.8510000000000322,0.7698117647053966,[-0.2909838709677345]
62,-0.7490000000000002,0.7666794117642135,[-0.2982539682539609]
63,0.45100000000002194,0.7628852941171467,[-0.2865468749999925]
64,-0.7490000000000002,0.7592235294112566,[-0.29366153846153104]
65,-0.7490000000000002,0.7566735294112512,[-0.30056060606059876]
66,-0.5490000000000002,0.752649999999478,[-0.3042686567164107]
67,-0.7490000000000002,0.7477352941171147,[-0.31080882352940464]
68,-0.7490000000000002,0.7443735294112253,[-0.317159420289848]
69,-0.7490000000000002,0.7412764705876893,[-0.32332857142856447]
70,0.8510000000000422,0.7355764705876773,[-0.3067887323943587]
71,-1.2140000000000002,0.7309352941170792,[-0.3193888888888816]
72,-0.7490000000000002,0.7274941176464838,[-0.32527397260273255]
73,-0.7490000000000002,0.723779411764123,[-0.3309999999999929]
74,-0.7490000000000002,0.7213088235288236,[-0.3365733333333263]
75,-1.2560000000000002,0.7189705882347011,[-0.348671052631572]
76,0.26600000000002577,0.7143647058817502,[-0.3406883116883045]
77,0.8510000000000488,0.7079411764699719,[-0.3254102564102487]
78,-1.3450000000000002,0.7027970588229022,[-0.3383164556961949]
79,-0.7490000000000002,0.6997882352934841,[-0.34344999999999254]
80,0.6510000000000273,0.695517647058181,[-0.3311728395061651]
81,-1.2670000000000001,0.6922529411758211,[-0.3425853658536509]
82,0.45100000000002194,0.6889088235287553,[-0.3330240963855344]
83,-0.7490000000000002,0.6862441176463967,[-0.33797619047618277]
84,-0.7490000000000002,0.6836411764699206,[-0.3428117647058747]
85,-1.3210000000000002,0.6794941176463825,[-0.35418604651162033]
86,-0.3490000000000002,0.6754882352934328,[-0.3541264367816017]
87,0.45100000000002194,0.6719941176463666,[-0.3449772727272652]
88,0.45800000000002017,0.6650499999992932,[-0.3359550561797676]
89,-0.7490000000000002,0.6616794117639919,[-0.3405444444444368]
90,-0.7490000000000002,0.6586088235286913,[-0.3450329670329595]
91,-0.7490000000000002,0.6552117647051547,[-0.3494239130434708]
92,-0.7490000000000002,0.6525999999992669,[-0.3537204301075196]
93,-0.7490000000000002,0.6481617647051399,[-0.3579255319148864]
94,-0.7490000000000002,0.6446411764698383,[-0.3620421052631508]
95,-1.1300000000000003,0.6383235294110015,[-0.37004166666665955]
96,0.8510000000000493,0.6302764705874551,[-0.3574536082474152]
97,0.45100000000002194,0.625882352940387,[-0.3492040816326454]
98,-0.5490000000000002,0.6199794117639039,[-0.3512222222222146]
99,-1.0610000000000002,0.6159735294109543,[-0.3583199999999925]
100,0.851000000000036,0.6111911764697677,[-0.34634653465345755]
101,1.6510000000000273,0.6071588235285827,[-0.3470693069306853]
102,-0.7490000000000002,0.6038588235285758,[-0.3470693069306852]
103,-0.7490000000000002,0.6009294117638637,[-0.3569702970296952]
104,0.45100000000002194,0.596032352940324,[-0.3569702970296952]
105,-0.7490000000000002,0.5926617647050227,[-0.3516930693069229]
106,-0.7490000000000002,0.589961764705017,[-0.3516930693069229]
107,-0.7490000000000002,0.5869794117638343,[-0.363574257425735]
108,-0.7490000000000002,0.5833529411755913,[-0.363574257425735]
109,-0.7490000000000002,0.5806529411755856,[-0.363574257425735]
110,-0.7490000000000002,0.5772911764696962,[-0.37545544554454713]
111,0.8510000000000386,0.5727558823520396,[-0.3545049504950417]
112,-0.7490000000000002,0.5699235294108571,[-0.3545049504950417]
113,-0.7490000000000002,0.5664470588226145,[-0.37034653465345785]
114,1.662000000000023,0.5606588235284846,[-0.35835643564355685]
115,-0.7490000000000002,0.556979411763771,[-0.35835643564355685]
116,1.6510000000000273,0.5530529411755274,[-0.3345940594059329]
117,-1.2870000000000001,0.5507323529402284,[-0.3518118811881113]
118,-0.7490000000000002,0.5476352941166924,[-0.36369306930692336]
119,-0.7490000000000002,0.5447147058813921,[-0.3636930693069234]
120,-0.7490000000000002,0.5410529411755021,[-0.37557425742573547]
121,-0.7490000000000002,0.5382999999990257,[-0.3755742574257355]
122,-0.7490000000000002,0.535273529410784,[-0.3755742574257355]
123,-0.5490000000000002,0.5320705882343066,[-0.37359405940593343]
124,0.45100000000002194,0.5288852941166529,[-0.3835247524752405]
125,-0.7490000000000002,0.5251176470578214,[-0.3835247524752405]
126,0.45100000000002194,0.520652941175459,[-0.3835247524752405]
127,-1.2990000000000002,0.5170794117636868,[-0.3852772277227651]
128,-0.5490000000000002,0.510391176469555,[-0.3900198019801911]
129,-0.7490000000000002,0.505547058822486,[-0.39475247524751783]
130,-0.7490000000000002,0.502899999998951,[-0.39475247524751783]
131,-0.7490000000000002,0.4999088235283564,[-0.39475247524751783]
132,2.0510000000000286,0.49416470588128547,[-0.378910891089102]
133,-0.7490000000000002,0.49067941176363106,[-0.378910891089102]
134,-1.3450000000000002,0.4869558823518585,[-0.4085742574257359]
135,-0.7490000000000002,0.48344411764596873,[-0.40857425742573594]
136,-1.2720000000000002,0.480011764704785,[-0.42385148514850834]
137,-0.5490000000000002,0.47380882352830134,[-0.4218712871287064]
138,-0.5490000000000002,0.4690088235282912,[-0.4147425742574192]
139,-0.7490000000000002,0.46532941176357756,[-0.4167227722772213]
140,-0.7490000000000002,0.4619676470576881,[-0.4167227722772212]
141,-0.7490000000000002,0.45865882352826937,[-0.4167227722772213]
142,-0.7490000000000002,0.45560588235179234,[-0.4167227722772213]
143,-0.7490000000000002,0.45182941176354907,[-0.4116237623762312]
144,-0.7490000000000002,0.4484676470576596,[-0.4136039603960332]
145,2.051000000000036,0.442547058822353,[-0.3858811881188051]
146,2.0510000000000317,0.43442058823410057,[-0.35815841584157704]
147,-0.7490000000000002,0.43056470588115126,[-0.35815841584157704]
148,-0.7490000000000002,0.42766176470467454,[-0.37003960396038915]
149,-0.5490000000000002,0.4238588235281959,[-0.36805940594058717]
150,-0.7490000000000002,0.4147176470575884,[-0.3680594059405872]
151,-0.7490000000000002,0.4116999999987585,[-0.36805940594058717]
152,0.3110000000000426,0.4036088235281532,[-0.36944554455444834]
153,-0.7490000000000002,0.400847058822265,[-0.3694455445544484]
154,-0.5490000000000002,0.3976176470575523,[-0.3674653465346464]
155,0.8510000000000306,0.39303823529283677,[-0.3753861386138542]
156,-0.7490000000000002,0.38987941176341834,[-0.3753861386138542]
157,1.8510000000000408,0.3837999999986996,[-0.3496435643564281]
158,-0.5490000000000002,0.3796794117633968,[-0.3476633663366261]
159,-0.7490000000000002,0.3768823529398615,[-0.3476633663366262]
160,-0.7490000000000002,0.374173529410444,[-0.3496435643564281]
161,2.4510000000000276,0.37061764705749534,[-0.32984158415840825]
162,-0.7490000000000002,0.3681029411751371,[-0.34568316831682444]
163,-0.3490000000000002,0.3628088235280671,[-0.34172277227722053]
164,-0.7490000000000002,0.35934999999864803,[-0.35360396039603265]
165,-0.7490000000000002,0.35599705882217036,[-0.35360396039603254]
166,0.45100000000001395,0.34901764705744975,[-0.3417227722772206]
167,-0.7490000000000002,0.3459911764692081,[-0.3437029702970225]
168,-0.7490000000000002,0.3410147058809623,[-0.34370297029702257]
169,-0.7490000000000002,0.3384029411750744,[-0.3437029702970225]
170,2.051000000000035,0.3319970588221197,[-0.31598019801979443]
171,-0.5490000000000002,0.3255382352926943,[-0.32984158415840875]
172,-0.7490000000000002,0.3224852941162173,[-0.32523762376236914]
173,-0.7490000000000002,0.318505882351503,[-0.3252376237623691]
174,-0.5490000000000002,0.31013235293972063,[-0.3232574257425671]
175,-0.7490000000000002,0.30545588235147547,[-0.3232574257425671]
176,0.45100000000002194,0.3021558823514685,[-0.3063564356435569]
