Episode,Reward,Epsilon,Avg Reward
0,0.46000000000002195,0.9969911764705819,[0.46000000000002195]
1,-0.15399999999997815,0.9927558823529259,[0.1530000000000219]
2,-1.4990000000000008,0.9829264705881993,[-0.39766666666665235]
3,-1.3570000000000002,0.980085294117605,[-0.6374999999999893]
4,-0.7990000000000002,0.9756647058823016,[-0.6697999999999915]
5,-1.1720000000000004,0.9708205882352325,[-0.7534999999999931]
6,-0.7990000000000002,0.9666205882352237,[-0.7599999999999941]
7,-1.3870000000000002,0.9624382352940384,[-0.8383749999999948]
8,-0.7990000000000002,0.9587411764705012,[-0.8339999999999954]
9,-0.7990000000000002,0.9551764705881407,[-0.8304999999999959]
10,-1.2790000000000001,0.9524852941175468,[-0.8712727272727235]
11,-0.1899999999999782,0.9489205882351863,[-0.8144999999999948]
12,-0.7990000000000002,0.9445705882351771,[-0.8133076923076874]
13,0.4010000000000219,0.9408205882351692,[-0.7265714285714225]
14,-0.7990000000000002,0.9377852941175158,[-0.7313999999999943]
15,-1.0980000000000003,0.935252941176334,[-0.7543124999999946]
16,-0.7990000000000002,0.9303470588233824,[-0.7569411764705831]
17,-0.7990000000000002,0.9259617647057261,[-0.7592777777777729]
18,-1.2560000000000002,0.9235794117645446,[-0.7854210526315744]
19,-0.7990000000000002,0.918717647058652,[-0.7860999999999956]
20,-0.12599999999997813,0.9151176470586444,[-0.7546666666666615]
21,-1.3690000000000002,0.9122323529409913,[-0.7825909090909042]
22,-0.7990000000000002,0.9090735294115728,[-0.7833043478260823]
23,-1.3710000000000002,0.9055264705880359,[-0.8077916666666622]
24,0.6010000000000328,0.9006294117644962,[-0.7514399999999943]
25,-0.7990000000000002,0.8967647058821351,[-0.7532692307692254]
26,-0.7990000000000002,0.8926794117644794,[-0.7549629629629577]
27,-0.7990000000000002,0.8881264705879992,[-0.7565357142857092]
28,-0.7990000000000002,0.8829735294115177,[-0.7579999999999951]
29,-0.7990000000000002,0.8797176470585697,[-0.7593666666666619]
30,0.6010000000000328,0.8742999999997347,[-0.7154838709677362]
31,0.40100000000000946,0.8687235294114877,[-0.6805937499999943]
32,0.40100000000001434,0.8630058823526521,[-0.6478181818181759]
33,-1.115,0.8583117647055833,[-0.661558823529406]
34,-0.5990000000000002,0.8513676470585099,[-0.6597714285714229]
35,-0.7990000000000002,0.8478117647055612,[-0.6636388888888834]
36,-0.7990000000000002,0.8415647058820186,[-0.6672972972972919]
37,-0.7990000000000002,0.8379999999996581,[-0.6707631578947316]
38,-1.3880000000000003,0.8334911764702368,[-0.6891538461538411]
39,-0.7990000000000002,0.8302529411761124,[-0.6918999999999953]
40,-1.233,0.8262470588231627,[-0.7050975609756052]
41,-1.3850000000000002,0.8221617647055071,[-0.7212857142857099]
42,0.4010000000000219,0.8189411764702061,[-0.6951860465116231]
43,-0.5990000000000002,0.8147411764701973,[-0.6929999999999953]
44,0.4010000000000219,0.8113970588231314,[-0.6686888888888838]
45,-0.7990000000000002,0.8057411764701783,[-0.6715217391304298]
46,0.4010000000000219,0.8006852941172264,[-0.6487021276595691]
47,-0.7990000000000002,0.7957705882348631,[-0.6518333333333279]
48,1.6010000000000328,0.7914735294113246,[-0.6058571428571369]
49,4.4,0.7894794117642616,[-0.5057399999999942]
50,-0.1979999999999782,0.7845117647054276,[-0.49970588235293506]
51,-0.7990000000000002,0.7809823529407143,[-0.5054615384615324]
52,0.4010000000000219,0.7776029411760013,[-0.4883584905660314]
53,1.6010000000000328,0.7734911764701102,[-0.4496666666666599]
54,-0.7990000000000002,0.7698205882348084,[-0.45601818181817516]
55,-0.7990000000000002,0.7646764705877387,[-0.4621428571428506]
56,1.401000000000033,0.7607764705877305,[-0.4294561403508702]
57,1.801000000000033,0.7526852941171251,[-0.3909999999999925]
58,-0.7990000000000002,0.7490941176465293,[-0.3979152542372808]
59,2.601000000000033,0.7452999999994625,[-0.3479333333333256]
60,-0.7990000000000002,0.7415588235288664,[-0.3553278688524514]
61,-0.7990000000000002,0.7373058823523868,[-0.36248387096773443]
62,-0.7990000000000002,0.7334323529406139,[-0.36941269841269103]
63,0.4010000000000219,0.729073529411193,[-0.3573749999999924]
64,0.4010000000000219,0.7255441176464796,[-0.3457076923076845]
65,0.4010000000000219,0.7217588235288246,[-0.33439393939393136]
66,-0.5990000000000002,0.7173117647052858,[-0.33834328358208166]
67,2.001000000000033,0.7125911764699817,[-0.30394117647057994]
68,-0.7990000000000002,0.7095117647052693,[-0.31111594202897735]
69,-0.7990000000000002,0.7027529411758433,[-0.31808571428570626]
70,-0.7990000000000002,0.6995588235287777,[-0.3248591549295695]
71,-0.7990000000000002,0.6966470588228892,[-0.33144444444443666]
72,-0.7990000000000002,0.692464705881704,[-0.3378493150684855]
73,-0.7990000000000002,0.6882647058816951,[-0.3440810810810735]
74,1.6010000000000328,0.6846999999993346,[-0.31814666666665875]
75,-0.7990000000000002,0.6803147058816783,[-0.32447368421051853]
76,0.401000000000015,0.6741999999993125,[-0.31505194805194014]
77,-0.7990000000000002,0.6701941176463628,[-0.32125641025640245]
78,-0.7990000000000002,0.6666735294110613,[-0.32730379746834676]
